tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;punto;term;rec;ron;multi;saldo anterior
856;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5842;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
857;01/12/2020;27/12/2020;54395;0;0;3992;58387;;;due;5843;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;33387
858;01/12/2020;27/12/2020;28508;0;0;3992;32500;;;due;5844;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;7500
859;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5845;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
860;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5846;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
861;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5847;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
862;01/12/2020;27/12/2020;55685;0;0;3992;59677;;;due;5848;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;34677
863;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5849;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
864;01/12/2020;27/12/2020;39825;0;0;3992;43817;;;due;5850;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;18817
865;01/12/2020;27/12/2020;-16935;0;0;0;-16935;;;paid;5851;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
866;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5852;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
867;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5853;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
868;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5854;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
869;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5855;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
870;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5856;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
871;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5857;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
872;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5858;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
873;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5859;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
874;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5860;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
875;01/12/2020;27/12/2020;40067;0;0;3992;44059;;;due;5861;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;19059
876;01/12/2020;27/12/2020;34008;0;0;3992;38000;;;due;5862;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;13000
877;01/12/2020;27/12/2020;17782;0;0;3992;21774;;;due;5863;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
878;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;5864;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;25000
879;01/12/2020;27/12/2020;60175;0;0;3992;64167;;;due;5865;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;39167
880;01/12/2020;27/12/2020;117782;0;0;3992;121774;;;due;5866;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;96774
881;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5867;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
882;01/12/2020;27/12/2020;175;0;0;3992;4167;;;due;5868;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
883;01/12/2020;27/12/2020;58266;0;0;3992;62258;;;due;5869;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;37258
884;01/12/2020;27/12/2020;31492;0;0;3992;35484;;;due;5870;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;10484
885;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5871;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
886;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5872;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
887;01/12/2020;27/12/2020;2;0;0;0;2;;;due;5873;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
888;01/12/2020;27/12/2020;37675;0;0;3992;41667;;;due;5874;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16667
889;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5875;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
890;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5876;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
891;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5877;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
892;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5878;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
893;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5879;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
894;01/12/2020;27/12/2020;25318;0;0;3992;29310;;;due;5880;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;4310
895;01/12/2020;27/12/2020;99025;0;0;3992;103017;;;due;5881;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;78017
896;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5882;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
897;01/12/2020;27/12/2020;4039;0;0;3992;8031;;;due;5883;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
898;01/12/2020;27/12/2020;48508;0;0;3992;52500;;;due;5884;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27500
899;01/12/2020;27/12/2020;45175;0;0;3992;49167;;;due;5885;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;24167
900;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5886;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
901;01/12/2020;27/12/2020;114556;0;0;3992;118548;;;due;5887;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;93548
902;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5888;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
903;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5889;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
904;01/12/2020;27/12/2020;52460;0;0;3992;56452;;;due;5890;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;31452
905;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5891;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
906;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5892;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
907;01/12/2020;27/12/2020;37137;0;0;3992;41129;;;due;5893;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16129
908;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5894;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
909;01/12/2020;27/12/2020;120202;0;0;3992;124194;;;due;5895;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;99194
910;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5896;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
911;01/12/2020;27/12/2020;99341;0;0;3992;103333;;;due;5897;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;78333
912;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5898;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
913;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5899;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
914;01/12/2020;27/12/2020;58911;0;0;3992;62903;;;due;5900;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;37903
915;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5901;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
916;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5902;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
917;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5903;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
918;01/12/2020;27/12/2020;87137;0;0;3992;91129;;;due;5904;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;66129
919;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5905;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
920;01/12/2020;27/12/2020;37137;0;0;3992;41129;;;due;5906;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16129
921;01/12/2020;27/12/2020;65836;0;0;3992;69828;;;due;5907;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;44828
922;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5908;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
923;01/12/2020;27/12/2020;45175;0;0;3992;49167;;;due;5909;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;24167
924;01/12/2020;27/12/2020;65836;0;0;3992;69828;;;due;5910;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;44828
925;01/12/2020;27/12/2020;35525;0;0;3992;39517;;;due;5911;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;14517
926;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5912;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
927;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5913;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
928;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5914;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
929;01/12/2020;27/12/2020;-11290;0;0;0;-11290;;;paid;5915;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
930;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5916;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
931;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5917;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
932;01/12/2020;27/12/2020;66331;0;0;3992;70323;;;due;5918;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;45323
933;01/12/2020;27/12/2020;117782;0;0;3992;121774;;;due;5919;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;96774
934;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5920;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
935;01/12/2020;27/12/2020;69745;0;0;3992;73737;;;due;5921;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;48737
936;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5922;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
937;01/12/2020;27/12/2020;59718;0;0;3992;63710;;;due;5923;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;38710
938;01/12/2020;27/12/2020;79503;0;0;3992;83495;;;due;5924;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;58495
939;01/12/2020;27/12/2020;93637;0;0;3992;97629;;;due;5925;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;72629
940;01/12/2020;27/12/2020;54073;0;0;3992;58065;;;due;5926;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;33065
941;01/12/2020;27/12/2020;96062;0;0;3992;100054;;;due;5927;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;75054
942;01/12/2020;27/12/2020;41169;0;0;3992;45161;;;due;5928;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;20161
943;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5929;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
944;01/12/2020;27/12/2020;1;0;0;0;1;;;due;5930;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
945;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5931;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
946;01/12/2020;27/12/2020;33105;0;0;3992;37097;;;due;5932;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;12097
947;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5933;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
948;01/12/2020;27/12/2020;87621;0;0;3992;91613;;;due;5934;8;0;3;yes;0;%;Monterrey;television;no;3;0;no;Cortado;0;51613
949;01/12/2020;27/12/2020;80658;0;0;3992;84650;;;due;5935;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;59650
950;01/12/2020;27/12/2020;108051;0;0;3992;112043;;;due;5936;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;87043
951;01/12/2020;27/12/2020;85692;0;0;3992;89684;;;due;5937;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;64684
952;01/12/2020;27/12/2020;102460;0;0;3992;106452;;;due;5938;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;81452
953;01/12/2020;27/12/2020;56841;0;0;3992;60833;;;due;5939;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;35833
954;01/12/2020;27/12/2020;44284;0;0;3992;48276;;;due;5940;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;23276
955;01/12/2020;27/12/2020;45175;0;0;3992;49167;;;due;5941;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;24167
956;01/12/2020;27/12/2020;101653;0;0;3992;105645;;;due;5942;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;80645
957;01/12/2020;27/12/2020;39556;0;0;3992;43548;;;due;5943;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;18548
958;01/12/2020;27/12/2020;106492;0;0;3992;110484;;;due;5944;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;85484
959;01/12/2020;27/12/2020;24341;0;0;3992;28333;;;due;5945;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;3333
960;01/12/2020;27/12/2020;43589;0;0;3992;47581;;;due;5946;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;22581
961;01/12/2020;27/12/2020;75203;0;0;3992;79195;;;due;5947;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;54195
962;01/12/2020;27/12/2020;83105;0;0;3992;87097;;;due;5948;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;62097
963;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5949;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
964;01/12/2020;27/12/2020;103911;0;0;3992;107903;;;due;5950;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;82903
965;01/12/2020;27/12/2020;70202;0;0;3992;74194;;;due;5951;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;49194
966;01/12/2020;27/12/2020;66169;0;0;3992;70161;;;due;5952;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;45161
967;01/12/2020;27/12/2020;61841;0;0;3992;65833;;;due;5953;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;40833
968;01/12/2020;27/12/2020;62943;0;0;3992;66935;;;due;5954;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;41935
969;01/12/2020;27/12/2020;77460;0;0;3992;81452;;;due;5955;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;56452
970;01/12/2020;27/12/2020;59556;0;0;3992;63548;;;due;5956;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;38548
971;01/12/2020;27/12/2020;114556;0;0;3992;118548;;;due;5957;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;93548
972;01/12/2020;27/12/2020;126792;0;0;3992;130784;;;due;5958;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;75784
973;01/12/2020;27/12/2020;37508;0;0;3992;41500;;;due;5959;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16500
974;01/12/2020;27/12/2020;66169;0;0;3992;70161;;;due;5960;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;45161
975;01/12/2020;27/12/2020;48589;0;0;3992;52581;;;due;5961;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27581
976;01/12/2020;27/12/2020;47621;0;0;3992;51613;;;due;5962;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;26613
977;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;5963;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;25000
978;01/12/2020;27/12/2020;54879;0;0;3992;58871;;;due;5964;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;33871
979;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5965;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
980;01/12/2020;27/12/2020;92782;0;0;3992;96774;;;due;5966;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;71774
981;01/12/2020;27/12/2020;42137;0;0;3992;46129;;;due;5967;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;21129
982;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5968;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
983;01/12/2020;27/12/2020;197137;0;0;3992;201129;;;due;5969;8;0;3;yes;0;%;Monterrey;television;5Megas;0;0;no;Cortado;0;136129
984;01/12/2020;27/12/2020;79341;0;0;3992;83333;;;due;5970;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;58333
985;01/12/2020;27/12/2020;57809;0;0;3992;61801;;;due;5971;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;36801
986;01/12/2020;27/12/2020;82298;0;0;3992;86290;;;due;5972;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;61290
987;01/12/2020;27/12/2020;41546;0;0;3992;45538;;;due;5973;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;20538
988;01/12/2020;27/12/2020;49341;0;0;3992;53333;;;due;5974;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;28333
989;01/12/2020;27/12/2020;81492;0;0;3992;85484;;;due;5975;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;60484
990;01/12/2020;27/12/2020;37137;0;0;3992;41129;;;due;5976;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16129
991;01/12/2020;27/12/2020;63249;0;0;3992;67241;;;due;5977;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;42241
992;01/12/2020;27/12/2020;42056;0;0;3992;46048;;;due;5978;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;21048
993;01/12/2020;27/12/2020;143589;0;0;3992;147581;;;due;5979;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;122581
994;01/12/2020;27/12/2020;164675;0;0;3992;168667;;;due;5980;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;113667
995;01/12/2020;27/12/2020;63750;0;0;3992;67742;;;due;5981;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;42742
996;01/12/2020;27/12/2020;33912;0;0;3992;37904;;;due;5982;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;12904
997;01/12/2020;27/12/2020;48427;0;0;3992;52419;;;due;5983;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27419
998;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5984;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
999;01/12/2020;27/12/2020;59341;0;0;3992;63333;;;due;5985;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;38333
1000;01/12/2020;27/12/2020;103232;0;0;3992;107224;;;due;5986;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;82224
1001;01/12/2020;27/12/2020;99175;0;0;3992;103167;;;due;5987;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;48167
1002;01/12/2020;27/12/2020;100508;0;0;3992;104500;;;due;5988;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;49500
1003;01/12/2020;27/12/2020;44284;0;0;3992;48276;;;due;5989;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;23276
1004;01/12/2020;27/12/2020;99342;0;0;3992;103334;;;due;5990;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;78334
1005;01/12/2020;27/12/2020;49234;0;0;3992;53226;;;due;5991;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;28226
1006;01/12/2020;27/12/2020;92782;0;0;3992;96774;;;due;5992;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;71774
1007;01/12/2020;27/12/2020;39456;0;0;3992;43448;;;due;5993;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;18448
1008;01/12/2020;27/12/2020;60309;0;0;3992;64301;;;due;5994;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;39301
1009;01/12/2020;27/12/2020;53266;0;0;3992;57258;;;due;5995;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;32258
1010;01/12/2020;27/12/2020;55685;0;0;3992;59677;;;due;5996;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;34677
1011;01/12/2020;27/12/2020;48427;0;0;3992;52419;;;due;5997;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27419
1012;01/12/2020;27/12/2020;74341;0;0;3992;78333;;;due;5998;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;53333
1013;01/12/2020;27/12/2020;47287;0;0;3992;51279;;;due;5999;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;26279
1014;01/12/2020;27/12/2020;216508;0;0;3992;220500;;;due;6000;8;0;3;yes;0;%;Monterrey;television;10Megas;0;0;no;Cortado;0;115500
1015;01/12/2020;27/12/2020;40363;0;0;3992;44355;;;due;6001;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;19355
1016;01/12/2020;27/12/2020;105685;0;0;3992;109677;;;due;6002;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;84677
1017;01/12/2020;27/12/2020;151653;0;0;3992;155645;;;due;6003;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;130645
1018;01/12/2020;27/12/2020;68427;0;0;3992;72419;;;due;6004;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;47419
1019;01/12/2020;27/12/2020;87137;0;0;3992;91129;;;due;6005;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;66129
1020;01/12/2020;27/12/2020;194997;0;0;3992;198989;;;due;6006;8;0;3;yes;0;%;Monterrey;television;5Megas;0;0;no;Cortado;0;133989
