tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;punto;term;rec;ron;multi;saldo anterior
11067;01/12/2020;27/12/2020;45175;0;0;3992;49167;;;due;5894;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;24167
11068;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5895;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11069;01/12/2020;27/12/2020;114556;0;0;3992;118548;;;due;5896;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;93548
11070;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5897;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11071;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5898;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11072;01/12/2020;27/12/2020;52460;0;0;3992;56452;;;due;5899;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;31452
11073;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5900;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11074;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5901;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11075;01/12/2020;27/12/2020;37137;0;0;3992;41129;;;due;5902;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16129
11076;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5903;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11077;01/12/2020;27/12/2020;120202;0;0;3992;124194;;;due;5904;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;99194
11078;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5905;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11079;01/12/2020;27/12/2020;99341;0;0;3992;103333;;;due;5906;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;78333
11080;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5907;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11081;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5908;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11082;01/12/2020;27/12/2020;58911;0;0;3992;62903;;;due;5909;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;37903
11083;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5910;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11084;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5911;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11085;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5912;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11086;01/12/2020;27/12/2020;87137;0;0;3992;91129;;;due;5913;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;66129
11087;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5914;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11088;01/12/2020;27/12/2020;37137;0;0;3992;41129;;;due;5915;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16129
11089;01/12/2020;27/12/2020;65836;0;0;3992;69828;;;due;5916;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;44828
11090;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5917;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11091;01/12/2020;27/12/2020;45175;0;0;3992;49167;;;due;5918;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;24167
11092;01/12/2020;27/12/2020;65836;0;0;3992;69828;;;due;5919;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;44828
11093;01/12/2020;27/12/2020;35525;0;0;3992;39517;;;due;5920;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;14517
11094;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5921;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11095;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5922;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11096;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5923;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11097;01/12/2020;27/12/2020;-11290;0;0;0;-11290;;;paid;5924;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11098;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5925;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11099;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5926;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11100;01/12/2020;27/12/2020;66331;0;0;3992;70323;;;due;5927;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;45323
11101;01/12/2020;27/12/2020;117782;0;0;3992;121774;;;due;5928;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;96774
11102;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5929;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11103;01/12/2020;27/12/2020;69745;0;0;3992;73737;;;due;5930;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;48737
11104;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5931;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11105;01/12/2020;27/12/2020;59718;0;0;3992;63710;;;due;5932;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;38710
11106;01/12/2020;27/12/2020;79503;0;0;3992;83495;;;due;5933;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;58495
11107;01/12/2020;27/12/2020;93637;0;0;3992;97629;;;due;5934;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;72629
11108;01/12/2020;27/12/2020;54073;0;0;3992;58065;;;due;5935;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;33065
11109;01/12/2020;27/12/2020;96062;0;0;3992;100054;;;due;5936;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;75054
11110;01/12/2020;27/12/2020;41169;0;0;3992;45161;;;due;5937;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;20161
11111;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5938;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11112;01/12/2020;27/12/2020;1;0;0;0;1;;;due;5939;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11113;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5940;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11114;01/12/2020;27/12/2020;33105;0;0;3992;37097;;;due;5941;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;12097
11115;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5942;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11116;01/12/2020;27/12/2020;87621;0;0;3992;91613;;;due;5943;8;0;3;yes;0;%;Monterrey;television;no;3;0;no;Cortado;0;51613
11117;01/12/2020;27/12/2020;80658;0;0;3992;84650;;;due;5944;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;59650
11118;01/12/2020;27/12/2020;108051;0;0;3992;112043;;;due;5945;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;87043
11119;01/12/2020;27/12/2020;85692;0;0;3992;89684;;;due;5946;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;64684
11120;01/12/2020;27/12/2020;102460;0;0;3992;106452;;;due;5947;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;81452
11121;01/12/2020;27/12/2020;56841;0;0;3992;60833;;;due;5948;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;35833
11122;01/12/2020;27/12/2020;44284;0;0;3992;48276;;;due;5949;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;23276
11123;01/12/2020;27/12/2020;45175;0;0;3992;49167;;;due;5950;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;24167
11124;01/12/2020;27/12/2020;101653;0;0;3992;105645;;;due;5951;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;80645
11125;01/12/2020;27/12/2020;39556;0;0;3992;43548;;;due;5952;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;18548
11126;01/12/2020;27/12/2020;106492;0;0;3992;110484;;;due;5953;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;85484
11127;01/12/2020;27/12/2020;24341;0;0;3992;28333;;;due;5954;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;3333
11128;01/12/2020;27/12/2020;43589;0;0;3992;47581;;;due;5955;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;22581
11129;01/12/2020;27/12/2020;75203;0;0;3992;79195;;;due;5956;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;54195
11130;01/12/2020;27/12/2020;83105;0;0;3992;87097;;;due;5957;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;62097
11131;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5958;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11132;01/12/2020;27/12/2020;103911;0;0;3992;107903;;;due;5959;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;82903
11133;01/12/2020;27/12/2020;70202;0;0;3992;74194;;;due;5960;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;49194
11134;01/12/2020;27/12/2020;66169;0;0;3992;70161;;;due;5961;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;45161
11135;01/12/2020;27/12/2020;61841;0;0;3992;65833;;;due;5962;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;40833
11136;01/12/2020;27/12/2020;62943;0;0;3992;66935;;;due;5963;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;41935
11137;01/12/2020;27/12/2020;77460;0;0;3992;81452;;;due;5964;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;56452
11138;01/12/2020;27/12/2020;59556;0;0;3992;63548;;;due;5965;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;38548
11139;01/12/2020;27/12/2020;114556;0;0;3992;118548;;;due;5966;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;93548
11140;01/12/2020;27/12/2020;126792;0;0;3992;130784;;;due;5967;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;75784
11141;01/12/2020;27/12/2020;37508;0;0;3992;41500;;;due;5968;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16500
11142;01/12/2020;27/12/2020;66169;0;0;3992;70161;;;due;5969;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;45161
11143;01/12/2020;27/12/2020;48589;0;0;3992;52581;;;due;5970;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27581
11144;01/12/2020;27/12/2020;47621;0;0;3992;51613;;;due;5971;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;26613
11145;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;5972;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;25000
11146;01/12/2020;27/12/2020;54879;0;0;3992;58871;;;due;5973;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;33871
11147;01/12/2020;27/12/2020;0;0;0;0;0;;;paid;5974;8;0;1;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;0
11148;01/12/2020;27/12/2020;92782;0;0;3992;96774;;;due;5975;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;71774
11149;01/12/2020;27/12/2020;42137;0;0;3992;46129;;;due;5976;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;21129
11150;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5977;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11151;01/12/2020;27/12/2020;197137;0;0;3992;201129;;;due;5978;8;0;3;yes;0;%;Monterrey;television;5Megas;0;0;no;Cortado;0;136129
11152;01/12/2020;27/12/2020;79341;0;0;3992;83333;;;due;5979;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;58333
11153;01/12/2020;27/12/2020;57809;0;0;3992;61801;;;due;5980;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;36801
11154;01/12/2020;27/12/2020;82298;0;0;3992;86290;;;due;5981;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;61290
11155;01/12/2020;27/12/2020;41546;0;0;3992;45538;;;due;5982;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;20538
11156;01/12/2020;27/12/2020;49341;0;0;3992;53333;;;due;5983;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;28333
11157;01/12/2020;27/12/2020;81492;0;0;3992;85484;;;due;5984;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;60484
11158;01/12/2020;27/12/2020;37137;0;0;3992;41129;;;due;5985;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;16129
11159;01/12/2020;27/12/2020;63249;0;0;3992;67241;;;due;5986;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;42241
11160;01/12/2020;27/12/2020;42056;0;0;3992;46048;;;due;5987;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;21048
11161;01/12/2020;27/12/2020;143589;0;0;3992;147581;;;due;5988;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;122581
11162;01/12/2020;27/12/2020;164675;0;0;3992;168667;;;due;5989;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;113667
11163;01/12/2020;27/12/2020;63750;0;0;3992;67742;;;due;5990;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;42742
11164;01/12/2020;27/12/2020;33912;0;0;3992;37904;;;due;5991;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;12904
11165;01/12/2020;27/12/2020;48427;0;0;3992;52419;;;due;5992;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27419
11166;01/12/2020;27/12/2020;91008;0;0;3992;95000;;;due;5993;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;70000
11167;01/12/2020;27/12/2020;59341;0;0;3992;63333;;;due;5994;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;38333
11168;01/12/2020;27/12/2020;103232;0;0;3992;107224;;;due;5995;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;82224
11169;01/12/2020;27/12/2020;99175;0;0;3992;103167;;;due;5996;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;48167
11170;01/12/2020;27/12/2020;100508;0;0;3992;104500;;;due;5997;8;0;3;yes;0;%;Monterrey;television;3Megas;0;0;no;Cortado;0;49500
11171;01/12/2020;27/12/2020;44284;0;0;3992;48276;;;due;5998;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;23276
11172;01/12/2020;27/12/2020;99342;0;0;3992;103334;;;due;5999;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;78334
11173;01/12/2020;27/12/2020;49234;0;0;3992;53226;;;due;6000;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;28226
11174;01/12/2020;27/12/2020;92782;0;0;3992;96774;;;due;6001;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;71774
11175;01/12/2020;27/12/2020;39456;0;0;3992;43448;;;due;6002;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;18448
11176;01/12/2020;27/12/2020;60309;0;0;3992;64301;;;due;6003;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;39301
11177;01/12/2020;27/12/2020;53266;0;0;3992;57258;;;due;6004;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;32258
11178;01/12/2020;27/12/2020;55685;0;0;3992;59677;;;due;6005;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;34677
11179;01/12/2020;27/12/2020;48427;0;0;3992;52419;;;due;6006;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;27419
11180;01/12/2020;27/12/2020;74341;0;0;3992;78333;;;due;6007;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;53333
11181;01/12/2020;27/12/2020;47287;0;0;3992;51279;;;due;6008;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;26279
11182;01/12/2020;27/12/2020;216508;0;0;3992;220500;;;due;6009;8;0;3;yes;0;%;Monterrey;television;10Megas;0;0;no;Cortado;0;115500
11183;01/12/2020;27/12/2020;40363;0;0;3992;44355;;;due;6010;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;19355
11184;01/12/2020;27/12/2020;105685;0;0;3992;109677;;;due;6011;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;84677
11185;01/12/2020;27/12/2020;151653;0;0;3992;155645;;;due;6012;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;130645
11186;01/12/2020;27/12/2020;68427;0;0;3992;72419;;;due;6013;8;0;2;yes;0;%;Monterrey;television;no;0;0;no;Cortado;0;47419
