tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;term;rec;ron;multi
7884;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;47;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7885;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;48;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7886;06/01/2021;31/01/2021;45000;0;0;0;45000;;;due;49;8;0;0;no;0;%;Yopal ;no;3Megas;0;no;Activo;0
7887;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;50;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7888;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;51;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7889;06/01/2021;31/01/2021;45000;0;0;0;45000;;;due;52;8;0;0;no;0;%;Yopal ;no;3Megas;0;no;Activo;0
7890;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;53;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7891;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;54;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7892;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;55;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7893;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;56;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7894;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;57;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7895;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;58;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7896;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;59;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7897;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;60;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7898;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;61;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7899;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;62;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7900;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;63;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7901;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;64;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7902;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;65;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7903;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;66;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7904;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;67;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7905;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;68;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7906;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;69;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7907;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;70;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7908;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;71;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7909;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;72;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7910;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;73;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7911;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;74;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7912;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;75;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7913;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;76;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7914;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;77;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7915;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;78;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7916;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;79;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7917;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;80;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7918;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;81;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7919;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;82;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7920;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;84;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7921;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;85;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7922;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;86;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7923;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;87;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7924;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;88;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7925;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;89;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7926;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;90;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7927;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;91;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7928;06/01/2021;31/01/2021;45000;0;0;0;45000;;;due;92;8;0;0;no;0;%;Yopal ;no;3Megas;0;no;Activo;0
7929;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;93;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7930;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;94;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7931;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;95;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7932;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;96;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7933;06/01/2021;31/01/2021;36008;0;0;3992;40000;;;due;97;8;0;2;yes;0;%;Yopal ;television;1Mega;0;no;Activo;0
7934;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;98;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7935;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;99;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7936;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;100;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7937;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;101;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7938;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;102;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7939;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;103;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7940;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;104;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7941;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;105;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7942;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;106;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7943;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;107;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7944;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;108;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7945;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;109;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7946;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;110;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7947;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;111;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7948;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;112;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7949;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;113;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7950;06/01/2021;31/01/2021;36008;0;0;3992;40000;;;due;114;8;0;2;yes;0;%;Yopal ;television;1Mega;0;no;Activo;0
7951;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;115;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7952;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;116;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7953;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;117;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7954;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;118;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7955;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;119;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7956;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;120;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7957;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;121;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7958;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;122;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7959;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;123;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7960;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;124;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7961;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;125;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7962;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;126;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7963;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;127;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7964;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;128;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7965;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;129;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7966;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;130;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7967;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;131;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7968;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;132;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7969;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;133;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7970;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;134;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7971;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;136;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7972;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;137;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7973;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;138;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7974;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;139;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7975;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;140;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7976;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;141;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7977;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;142;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7978;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;143;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7979;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;144;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7980;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;145;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7981;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;146;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7982;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;147;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7983;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;148;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7984;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;149;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7985;06/01/2021;31/01/2021;36008;0;0;3992;40000;;;due;150;8;0;2;yes;0;%;Yopal ;television;1Mega;0;no;Activo;0
7986;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;151;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7987;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;152;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7988;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;153;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7989;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;154;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7990;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;155;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7991;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;156;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7992;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;157;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
7993;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;158;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
7994;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;159;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7995;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;161;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7996;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;162;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7997;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;163;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
7998;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;164;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
7999;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;165;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8000;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;166;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8001;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;167;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8002;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;168;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8003;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;169;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
8004;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;170;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8005;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;171;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8006;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;172;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
8007;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;173;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8008;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;174;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8009;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;175;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8010;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;176;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8011;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;177;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8012;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;178;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
8013;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;179;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
8014;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;180;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8015;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;181;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8016;06/01/2021;31/01/2021;101008;0;0;3992;105000;;;due;182;8;0;2;yes;0;%;Yopal ;television;10Megas;0;no;Activo;0
8017;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;183;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
8018;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;184;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8019;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;185;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
8020;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;186;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8021;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;187;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8022;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;188;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8023;06/01/2021;31/01/2021;41008;0;0;3992;45000;;;due;189;8;0;2;yes;0;%;Yopal ;television;2Megas;0;no;Activo;0
8024;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;190;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8025;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;191;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8026;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;192;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
8027;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;193;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8028;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;194;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8029;06/01/2021;31/01/2021;21008;0;0;3992;25000;;;due;195;8;0;1;yes;0;%;Yopal ;television;no;0;no;Activo;0
8030;06/01/2021;31/01/2021;51008;0;0;3992;55000;;;due;196;8;0;2;yes;0;%;Yopal ;television;3Megas;0;no;Activo;0
8031;06/01/2021;31/01/2021;61008;0;0;3992;65000;;;due;197;8;0;2;yes;0;%;Yopal ;television;5Megas;0;no;Activo;0
