tid,invoicedate,invoiceduedate,subtotal,shipping,discount,tax,total,pmethod,notes,status,csd,eid,pamnt,items,taxstatus,discstatus,format_discount,refer,television,combo ,punto,term,rec,ron,multi,saldo anterior 
16299,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7721,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16300,2021-02-05,2021-02-28,76008,0,0,3992,80000,,,due,7722,26,,2,yes,0,%,Villanueva,Television,10Megas,no,0,no,Activo,0,0
16301,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7723,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16302,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7724,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16303,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7725,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16304,2021-02-05,2021-02-28,39395,0,0,3992,43387,,,due,7726,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,18387
16305,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7727,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16306,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7728,26,,3,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,5000
16307,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7729,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16308,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7730,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16309,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7731,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16310,2021-02-05,2021-02-28,196008,0,0,3992,200000,,,due,7732,26,,2,yes,0,%,Villanueva,television,no,35,0,no,Activo,0,0
16311,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7733,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16312,2021-02-05,2021-02-28,236008,0,0,3992,240000,,,due,7734,26,,3,yes,0,%,Villanueva,Television,no,19,0,no,Activo,0,25000
16313,2021-02-05,2021-02-28,106008,0,0,3992,110000,,,due,7735,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,55000
16314,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7736,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16315,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7737,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16316,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7738,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16317,2021-02-05,2021-02-28,76008,0,0,3992,80000,,,due,7739,26,,2,yes,0,%,Villanueva,Television,10Megas,no,0,no,Activo,0,0
16318,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7740,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16319,2021-02-05,2021-02-28,21008,0,0,3992,25000,Cash,,partial,7741,26,30000,2,yes,0,%,Villanueva,Television,5Megas,no,2,no,Activo,0,0
16320,2021-02-05,2021-02-28,44782,0,0,3992,48774,,,due,7742,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,23774
16321,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7743,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16322,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7744,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16323,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7745,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16324,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7746,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16325,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7747,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16326,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7748,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16327,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7749,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16328,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7750,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16329,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7751,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16330,2021-02-05,2021-02-28,56008,0,0,3992,60000,,,due,7752,26,,2,yes,0,%,Villanueva,Television,no,7,0,no,Activo,0,0
16331,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7753,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16332,2021-02-05,2021-02-28,86008,0,0,3992,90000,,,due,7754,26,,3,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,45000
16333,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7755,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16334,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7756,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16335,2021-02-05,2021-02-28,66976,0,0,3992,70968,,,due,7757,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,45968
16336,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7758,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16337,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7759,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16338,2021-02-05,2021-02-28,76976,0,0,3992,80968,,,due,7760,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,55968
16339,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7761,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16340,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7762,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16341,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7763,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16342,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7764,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16343,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7765,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16344,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7766,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16345,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7767,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16346,2021-02-05,2021-02-28,31008,0,0,3992,35000,,,due,7768,26,,2,yes,0,%,Villanueva,Television,no,2,0,no,Activo,0,0
16347,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7769,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16348,2021-02-05,2021-02-28,71008,0,0,3992,75000,,,due,7770,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,50000
16349,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7771,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16350,2021-02-05,2021-02-28,63008,0,0,3992,67000,,,due,7772,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,12000
16351,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7773,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16352,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7774,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16353,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7775,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16354,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7776,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16355,2021-02-05,2021-02-28,146008,0,0,3992,150000,,,due,7777,26,,2,yes,0,%,Villanueva,Television,no,25,0,no,Activo,0,0
16356,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7778,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16357,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7779,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16358,2021-02-05,2021-02-28,121008,0,0,3992,125000,,,due,7780,26,,2,yes,0,%,Villanueva,Television,no,20,0,no,Activo,0,0
16359,2021-02-05,2021-02-28,121008,0,0,3992,125000,,,due,7781,26,,2,yes,0,%,Villanueva,Television,no,20,0,no,Activo,0,0
16360,2021-02-05,2021-02-28,21008,0,0,3992,25000,Cash,,partial,7782,26,55000,2,yes,0,%,Villanueva,Television,10Megas,no,2,no,Activo,0,0
16361,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7783,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16362,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7784,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16363,2021-02-05,2021-02-28,57782,0,0,3992,61774,,,due,7785,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,6774
16364,2021-02-05,2021-02-28,21008,0,0,3992,25000,Cash,,partial,7786,26,30000,2,yes,0,%,Villanueva,Television,5Megas,no,2,no,Activo,0,0
16365,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7787,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16366,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7788,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16367,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7789,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16368,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7790,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16369,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7791,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16370,2021-02-05,2021-02-28,21008,0,0,3992,25000,Cash,,partial,7792,26,55000,2,yes,0,%,Villanueva,Television,10Megas,no,2,no,Activo,0,0
16371,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7793,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16372,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7794,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16373,2021-02-05,2021-02-28,31008,0,0,3992,35000,,,due,7795,26,,2,yes,0,%,Villanueva,Television,no,2,0,no,Activo,0,0
16374,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7796,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16375,2021-02-05,2021-02-28,0,0,0,0,0,Cash,,paid,7797,26,55000,2,yes,0,%,Villanueva,Television,5Megas,no,2,no,Activo,0,0
16376,2021-02-05,2021-02-28,176008,0,0,3992,180000,,,due,7798,26,,3,yes,0,%,Villanueva,Television,no,13,0,no,Activo,0,90000
16377,2021-02-05,2021-02-28,21008,0,0,3992,25000,Cash,,partial,7799,26,30000,2,yes,0,%,Villanueva,Television,5Megas,no,2,no,Activo,0,0
16378,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7800,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16379,2021-02-05,2021-02-28,46008,0,0,3992,50000,Cash,,partial,7801,26,30000,2,yes,0,%,Villanueva,Television,10Megas,no,2,no,Activo,0,0
16380,2021-02-05,2021-02-28,46008,0,0,3992,50000,Cash,,partial,7802,26,5000,2,yes,0,%,Villanueva,Television,5Megas,no,2,no,Activo,0,0
16381,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7803,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16382,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7804,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16383,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7805,26,,2,yes,0,%,Villanueva,Television,no,5,0,no,Activo,0,0
16384,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7806,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16385,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7807,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16386,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7808,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16387,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7809,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16388,2021-02-05,2021-02-28,0,0,0,0,0,Cash,,paid,7810,26,55000,2,yes,0,%,Villanueva,Television,5Megas,no,2,no,Activo,0,0
16389,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7811,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16390,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7812,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16391,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7813,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16392,2021-02-05,2021-02-28,66008,0,0,3992,70000,,,due,7814,26,,3,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,25000
16393,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7815,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16394,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7816,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16395,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7817,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16396,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7818,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16397,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7819,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16398,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7820,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16399,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7821,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16400,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7822,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16401,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7823,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16402,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7824,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16403,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7825,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16404,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7826,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16405,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7827,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16406,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7828,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16407,2021-02-05,2021-02-28,56008,0,0,3992,60000,,,due,7829,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,5000
16408,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7830,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16409,2021-02-05,2021-02-28,59621,0,0,3992,63613,,,due,7831,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,38613
16410,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7832,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16411,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7833,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16412,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7834,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16413,2021-02-05,2021-02-28,86675,0,0,3992,90667,,,due,7835,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,35667
16414,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7836,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16415,2021-02-05,2021-02-28,105040,0,0,3992,109032,,,due,7837,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,84032
16416,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7838,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16417,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7839,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16418,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7840,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16419,2021-02-05,2021-02-28,67460,0,0,3992,71452,,,due,7841,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,16452
16420,2021-02-05,2021-02-28,106008,0,0,3992,110000,,,due,7842,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,55000
16421,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7843,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16422,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7844,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16423,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7845,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16424,2021-02-05,2021-02-28,76008,0,0,3992,80000,,,due,7846,26,,2,yes,0,%,Villanueva,Television,10Megas,no,0,no,Activo,0,0
16425,2021-02-05,2021-02-28,21008,0,0,3992,25000,Cash,,partial,7847,26,20000,3,yes,0,%,Villanueva,Television,3Megas,no,2,no,Activo,0,0
16426,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7848,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16427,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7849,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16428,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7850,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16429,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7851,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16430,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7852,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16431,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7853,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16432,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7854,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16433,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7855,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16434,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7856,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16435,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7857,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16436,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7858,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16437,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7859,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16438,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7860,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16439,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7861,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16440,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7862,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16441,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7863,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16442,2021-02-05,2021-02-28,30686,0,0,3992,34678,,,due,7864,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,9678
16443,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7865,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16444,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7866,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16445,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7867,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16446,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7868,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16447,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7869,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16448,2021-02-05,2021-02-28,71008,0,0,3992,75000,,,due,7870,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,50000
16449,2021-02-05,2021-02-28,51008,0,0,3992,55000,,,due,7871,26,,2,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,0
16450,2021-02-05,2021-02-28,34718,0,0,3992,38710,,,due,7872,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,13710
16451,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7873,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16452,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7874,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16453,2021-02-05,2021-02-28,46008,0,0,3992,50000,,,due,7875,26,,2,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,25000
16454,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7876,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16455,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7877,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16456,2021-02-05,2021-02-28,66169,0,0,3992,70161,,,due,7878,26,,3,yes,0,%,Villanueva,Television,5Megas,no,0,no,Activo,0,15161
16457,2021-02-05,2021-02-28,41008,0,0,3992,45000,,,due,7879,26,,2,yes,0,%,Villanueva,Television,3Megas,no,0,no,Activo,0,0
16458,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7880,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
16459,2021-02-05,2021-02-28,21008,0,0,3992,25000,,,due,7881,26,,1,yes,0,%,Villanueva,Television,no,no,0,no,Activo,0,0
