tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo;term;rec;ron;multi
5521;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3636;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5522;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3637;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5523;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3638;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5524;01/12/2020;27/12/2020;94341;0;0;3992;98333;;;due;3639;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5525;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3640;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5526;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3641;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5527;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3642;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5528;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3643;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5529;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3644;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5530;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3645;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5531;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3646;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5532;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3647;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5533;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3648;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5534;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3649;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5535;01/12/2020;27/12/2020;79008;0;0;3992;83000;;;due;3650;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5536;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3651;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5537;01/12/2020;27/12/2020;81008;0;0;3992;85000;;;due;3652;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5538;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3653;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5539;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3654;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5540;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3655;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5541;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3656;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5542;01/12/2020;27/12/2020;221008;0;0;3992;225000;;;due;3657;8;;3;yes;0;%;Monterrey;television;no;0;no;Activo;0
5543;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3658;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5544;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3659;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5545;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3660;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5546;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3661;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5547;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3662;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5548;01/12/2020;27/12/2020;81008;0;0;3992;85000;;;due;3663;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5549;01/12/2020;27/12/2020;68508;0;0;3992;72500;;;due;3664;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5550;01/12/2020;27/12/2020;76008;0;0;3992;80000;;;due;3665;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5551;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3666;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5552;01/12/2020;27/12/2020;52675;0;0;3992;56667;;;due;3667;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5553;01/12/2020;27/12/2020;96008;0;0;3992;100000;;;due;3668;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5554;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3669;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5555;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3670;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5556;01/12/2020;27/12/2020;47008;0;0;3992;51000;;;due;3671;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5557;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3672;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5558;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3673;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5559;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3674;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5560;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3675;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5561;01/12/2020;27/12/2020;56008;0;0;3992;60000;;;due;3676;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5562;01/12/2020;27/12/2020;41008;0;0;3992;45000;;;due;3677;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5563;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3678;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5564;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3679;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5565;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3680;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5566;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3681;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5567;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3682;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5568;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3683;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5569;01/12/2020;27/12/2020;89556;0;0;3992;93548;;;due;3684;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5570;01/12/2020;27/12/2020;126008;0;0;3992;130000;;;due;3685;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5571;01/12/2020;27/12/2020;101008;0;0;3992;105000;;;due;3686;8;;2;yes;0;%;Monterrey;television;10Megas;0;no;Activo;0
5572;01/12/2020;27/12/2020;101008;0;0;3992;105000;;;due;3687;8;;2;yes;0;%;Monterrey;television;10Megas;0;no;Activo;0
5573;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3688;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5574;01/12/2020;27/12/2020;59675;0;0;3992;63667;;;due;3689;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5575;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3690;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5576;01/12/2020;27/12/2020;61675;0;0;3992;65667;;;due;3691;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5577;01/12/2020;27/12/2020;96008;0;0;3992;100000;;;due;3692;8;;3;yes;0;%;Monterrey;television;no;0;no;Activo;0
5578;01/12/2020;27/12/2020;79341;0;0;3992;83333;;;due;3693;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5579;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3694;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5580;01/12/2020;27/12/2020;101008;0;0;3992;105000;;;due;3695;8;;2;yes;0;%;Monterrey;television;10Megas;0;no;Activo;0
5581;01/12/2020;27/12/2020;96675;0;0;3992;100667;;;due;3696;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5582;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3697;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5583;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3698;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5584;01/12/2020;27/12/2020;66331;0;0;3992;70323;;;due;3699;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5585;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3700;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5586;01/12/2020;27/12/2020;59879;0;0;3992;63871;;;due;3701;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5587;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3702;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5588;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3703;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5589;01/12/2020;27/12/2020;47008;0;0;3992;51000;;;due;3704;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5590;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3705;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5591;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3706;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5592;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3707;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5593;01/12/2020;27/12/2020;53266;0;0;3992;57258;;;due;3708;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5594;01/12/2020;27/12/2020;50008;0;0;3992;54000;;;due;3709;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5595;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3710;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5596;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3711;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5597;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3712;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5598;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3713;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5599;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3714;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5600;01/12/2020;27/12/2020;17008;0;0;3992;21000;;;due;3715;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5601;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3716;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5602;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3717;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5603;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3718;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5604;01/12/2020;27/12/2020;79900;0;0;3992;83892;;;due;3719;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5605;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3720;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5606;01/12/2020;27/12/2020;80202;0;0;3992;84194;;;due;3721;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5607;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3722;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5608;01/12/2020;27/12/2020;126008;0;0;3992;130000;;;due;3723;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5609;01/12/2020;27/12/2020;96008;0;0;3992;100000;;;due;3724;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5610;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3725;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5611;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3726;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5612;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3727;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5613;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3728;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5614;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3730;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5615;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3731;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5616;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3732;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5617;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3733;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5618;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3734;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5619;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3735;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5620;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3736;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5621;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3737;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5622;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3738;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5623;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3739;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5624;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3740;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5625;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3741;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5626;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3742;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5627;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3743;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5628;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3744;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5629;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3745;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5630;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3746;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5631;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3747;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5632;01/12/2020;27/12/2020;70524;0;0;3992;74516;;;due;3748;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5633;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3749;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5634;01/12/2020;27/12/2020;71814;0;0;3992;75806;;;due;3750;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5635;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3751;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5636;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3752;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5637;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3753;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5638;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3754;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5639;01/12/2020;27/12/2020;60524;0;0;3992;64516;;;due;3755;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5640;01/12/2020;27/12/2020;0;0;0;0;0;;;due;3756;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5641;01/12/2020;27/12/2020;66008;0;0;3992;70000;;;due;3757;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5642;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3758;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5643;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3759;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5644;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3760;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5645;01/12/2020;27/12/2020;216008;0;0;3992;220000;;;due;3761;8;;3;yes;0;%;Monterrey;television;10Megas;0;no;Activo;0
5646;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3762;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5647;01/12/2020;27/12/2020;71675;0;0;3992;75667;;;due;5693;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5648;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3763;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5649;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3764;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5650;01/12/2020;27/12/2020;111008;0;0;3992;115000;;;due;3765;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5651;01/12/2020;27/12/2020;82675;0;0;3992;86667;;;due;3767;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5652;01/12/2020;27/12/2020;31841;0;0;3992;35833;;;due;3768;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5653;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3769;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5654;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3770;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5655;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3771;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5656;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3772;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5657;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3773;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5658;01/12/2020;27/12/2020;72460;0;0;3992;76452;;;due;3774;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5659;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;5694;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5660;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3775;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5661;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3776;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5662;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3777;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5663;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3778;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5664;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3779;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5665;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3780;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5666;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;5695;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5667;01/12/2020;27/12/2020;81675;0;0;3992;85667;;;due;3781;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5668;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3782;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5669;01/12/2020;27/12/2020;66008;0;0;3992;70000;;;due;3783;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5670;01/12/2020;27/12/2020;42341;0;0;3992;46333;;;due;3784;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5671;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3785;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5672;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3786;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5673;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3787;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5674;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3788;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5675;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3789;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5676;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3790;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5677;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3791;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5678;01/12/2020;27/12/2020;39341;0;0;3992;43333;;;due;5696;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5679;01/12/2020;27/12/2020;101008;0;0;3992;105000;;;due;3792;8;;3;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5680;01/12/2020;27/12/2020;46008;0;0;3992;50000;;;due;3793;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5681;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3794;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
5682;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3795;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5683;01/12/2020;27/12/2020;206008;0;0;3992;210000;;;due;3796;8;;3;yes;0;%;Monterrey;television;10Megas;0;no;Activo;0
5684;01/12/2020;27/12/2020;61008;0;0;3992;65000;;;due;3797;8;;2;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5685;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3798;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5686;01/12/2020;27/12/2020;51008;0;0;3992;55000;;;due;3799;8;;2;yes;0;%;Monterrey;television;3Megas;0;no;Activo;0
5687;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3800;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5688;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3801;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5689;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3802;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5690;01/12/2020;27/12/2020;59675;0;0;3992;63667;;;due;3803;8;;3;yes;0;%;Monterrey;television;5Megas;0;no;Activo;0
5691;01/12/2020;27/12/2020;21008;0;0;3992;25000;;;due;3804;8;;1;yes;0;%;Monterrey;television;no;0;no;Activo;0
5692;01/12/2020;27/12/2020;71008;0;0;3992;75000;;;due;3805;8;;2;yes;0;%;Monterrey;television;no;0;no;Activo;0
